Name,id_Number,row_Number,seat_Number,auditorium_Number
Elsie Belcher,77348195905096132,3,9,4
Elsie Caldwell,53228194002194998,31,13,5
Elsie Carmichael,37797194601108274,29,16,2
Elsie Carpenter,52924197811118615,32,11,3
Elsie Clay,54424201303079912,6,9,5
Elsie Elk,68176200305048726,22,19,6
Elsie Hickson,58345194908258282,24,44,2
Elsie King,40493194901021926,35,57,1
Elsie Lamb,81349199009111732,58,7,4
Elsie Long,99623195207232709,57,14,2
Elsie Mora,10555201304135963,36,2,5
Elsie Quinlan,63813194911175052,10,57,4
Elsie Self,18424201307231435,36,49,2
Elton Martinez,40968197003231328,4,36,1
Elva Quimby,95357196910143350,41,4,5
Elva Ramirez,98558199805029768,6,29,6
Elva Vazquez,51824193706113528,31,21,6
Elvera Hernandez,50301199510257785,14,65,4
Elvira Henkhaus,26774195008168685,17,1,6
Emanuel Nolan,69548194906182877,29,32,4
Emerald Oxendine,64861199102176825,67,28,4
Emerson Lewis,51819196108243543,49,23,2
Emery Goff,35645201301152631,39,24,1
Emil Nimox,27077201306225599,4,31,3
Emilia Shafer,53820195106264108,1,45,1
Emilio Martinez,20407196208112602,5,18,1
Emilio Zamora,67038197605068385,41,53,2
Emily Dodge,33675193701104157,23,9,2
Emily Farris,53324194604034289,36,33,4
Emily Fraga,28244197111161722,9,11,2
Emily Hinnenkamp,29702198210301406,34,11,4
Emily Lutwin,45931195708063355,40,11,2
Emily Moreno,36668196906197404,35,62,1
Emily Smith,63749196212317930,3,54,5
Emily Spaulding,58483196405106011,46,46,4
Emily Vasser,84062199805237022,54,12,4
Emma Decker,51612199705069970,34,30,1
Emma Medcalf,99992195101248552,47,26,4
Emma Rosa,25697199510095365,30,63,1
Emma Shapiro,21896198304244801,40,34,5
Emma Sitter,34842195009303185,32,65,1
Emma Vandenbosch,94505194604018436,11,50,4
Emmanuel Blevins,78649195104233607,22,58,2
Emmanuel Jimenez,41157201510084598,11,12,3
Emmett Burmeister,78012194704134675,66,11,4
Emmett Tototzintle,91318194709139710,47,50,1
Ena Louis,44117199607183901,13,42,3
Enedina Paker,25869199903193257,8,45,2
Enid Evans,31432200709121350,29,65,4
Enid Gonzales,14875194806177900,33,19,3
Enid Jones,21857193809191838,27,9,3
Enoch Huynh,24608195405029256,40,47,5
Enrique Hampton,52848197008304359,37,11,2
Enrique Jackson,44957194304246584,9,5,3
Enrique Robledo,50082196203159620,68,5,4
Enrique Thayer,92498194901204998,35,17,6
Erasmo Rodriguez,68286198812122953,39,25,1
Eric Atkins,33116199106127210,21,9,3
Eric Booker,26871199803147548,35,40,6
Eric Breunig,61538199407282675,7,23,2
Eric Davis,43542196001101462,4,46,2
Eric Delgado,72378195704143294,26,3,1
Eric Edelen,39794199903275392,21,56,4
Eric Edwards,69412196001111499,17,41,3
Eric Fairchild,80869196608037435,24,40,5
Eric Goodwin,72847199403139851,27,16,3
Eric Holbrook,64942196511035805,18,39,4
Eric Hooks,46974197403087966,8,43,4
Eric Jackson,87170197702183161,1,31,5
Eric Kirksey,97061193801302365,26,38,4
Eric Klapper,42861199909218056,32,3,2
Eric Klein,44159196704044802,40,2,4
Eric Larson,76170194311267761,26,42,2
Eric Lawson,28749196709284042,28,48,4
Eric Little,87860197311199935,10,36,3
Eric Loew,55542198012035099,25,12,4
Eric Luce,38773201409087949,26,9,2
Eric Mckinley,54093198911041737,3,43,3
Eric Miller,76103197912177114,38,3,4
Eric Obleton,95384199405261038,19,9,6
Eric Quillen,76014199408217004,32,4,3
Eric Rhoades,34725201304176679,1,27,6
Eric Roberts,55471201802105022,50,19,4
Eric Ruiz,53191197210123789,8,54,2
Eric Russell,79999194004289274,27,64,4
Eric Seltzer,38060200305118549,18,11,6
Eric Staggs,86971196611241212,35,56,4
Eric Thews,82105201207241370,12,13,1
Eric Thompson,25791197408152253,44,28,1
Eric Vian,53547199208065207,47,12,4
Eric Wampler,57964198604049221,37,59,2
Eric Watson,64828193404252275,11,16,4
Eric Webb,87648195011052927,35,6,5
Eric West,12336201908294382,1,20,6
Eric Westmoreland,85611201407309072,49,52,4
Eric White,83298197709177936,31,25,4
Erica Dornier,53572193503074331,18,17,2
Erica Hronick,41551194401228084,64,22,4
Erica Lewis,70527193311249412,16,19,2
Erica Lovan,32456194506025921,26,21,5
Erica Patillo,57262193010177955,10,34,4
Erica Perkins,17020193801225108,47,50,4
Erica Schreiner,27670201506115897,5,47,5
Erica Silverthorn,85874198406202096,9,44,2
Erica Spillman,13190201302207645,12,29,6
Erica Watson,87805195003032476,32,4,4
Erick Addiego,74187199710013418,34,42,1
Erik Burgess,20870194403044945,38,41,3
Erik Lo,91245193810232165,41,28,2
Erik Mclean,79342196205146748,41,60,2
Erik Miller,64004196612169470,42,38,4
Erik Rival,86167198911146649,1,15,5
Erik Sinclair,96411198412187289,3,55,5
Erik Stout,71465199804208928,9,36,4
Erik Vance,11197198512211539,13,40,2
Erika Brewster,16963197901059991,13,14,5
Erika Hopkins,52643196403247304,12,60,1
Erika Menden,10540200701083711,8,63,2
Erika Rothe,54016199003178504,13,45,1
Erin Atkins,67934201008215021,42,48,4
Erin Balkcom,48937201203286128,42,39,5
Erin Fowler,19237196712284027,48,22,1
Erin Garcia,98522194805286551,9,53,1
Erin Johnson,14221195912138304,36,37,1
Erin Johnson,68661200707073693,40,5,1
Erin Rutledge,49791201711107544,1,4,5
Erin Serrell,10707200203039606,27,43,6
Erin Small,55705201204178010,25,62,4
Erin Ward,66368200409032325,10,18,6
Erin Wilkerson,11856195205015659,16,13,2
Erlinda Poormon,36937198310035659,29,27,1
Erma Castro,17117200706089377,45,31,5
Erma Lott,99894193710038865,48,64,4
Ernest Arthur,58321197503125190,14,61,5
Ernest Foster,61095197801157210,33,10,1
Ernest Gillespie,39851193508236527,15,26,2
Ernest Harris,86515199010268732,50,59,2
Ernest Henderson,54653200712204319,11,42,2
Ernest Jones,27374195610284297,35,64,2
Ernest Nest,91694198602271501,35,3,4
Ernest Platter,52215194708129244,36,38,2
Ernest Wilkinson,75513201909053270,20,13,1
Ernestine Johnson,44316200706224417,37,13,1
Ernestine Thiel,70987193903268395,6,20,6
Ernesto Haire,87611196706115485,17,2,6
Ernesto Jones,34103195609152164,11,18,3
Ernie Green,84210197307137671,18,9,4
Ernie Merlette,61882200604138747,5,24,3
Ernie Sorum,83470200204015288,30,61,2
Ervin Bayliff,68936196707044772,37,16,1
Erwin Price,33789195303207979,28,42,6
Erwin Seltzer,19401198502027837,26,16,1
Eryn Casavant,79390198508227603,13,34,2
Esmeralda Evans,57209199212122333,21,8,3
Esmeralda Wu,42743200704238724,25,36,2
Esperanza Dunton,29799201611301070,7,41,2
Esperanza Marshall,47857200309128695,54,7,2
Esperanza Rigney,27362196908309391,23,8,2
Essie Castleberry,41184197108104149,15,61,1
Essie Garza,27102197909225047,47,27,4
Essie Phelps,77680194307105629,12,36,1
Essie Walker,57107197107299252,42,20,6
Esteban Bender,64999195503299406,20,38,4
Estela Darrell,11261195204095465,12,9,6
Estella Cash,52028198602244041,55,52,2
Estella Iddings,76199195010059293,50,60,2
Estella Pena,23089197904152390,21,50,4
Estella Sloan,32848196604063603,42,43,2
Estelle Fernandez,64352198612202155,4,62,1
Estelle Lawson,59551199807233072,5,11,5
Estelle Morgan,52167194307298141,57,17,4
Esther Camp,86899195203013296,23,17,2
Esther Connell,42227201712203990,22,44,1
Esther Curran,22739196212262334,2,6,6
Esther Current,68010199108112882,24,6,6
Esther Flood,79782197607039770,37,62,5
Esther Herr,32558198812147011,17,33,4
Esther Kanas,73586199008115191,3,46,2
Esther Kulig,79120201404172754,9,15,2
Esther Stevens,95391195603237596,20,43,5
Esther Taylor,94622196703238966,5,47,4
Esther Watson,35478198406293931,31,1,6
Ethan Elrick,28596195103317250,24,51,5
Ethan Santiago,60860201905253161,32,20,5
Ethel Fan,16838195204089977,42,44,2
Ethel Hamilton,94857200007105207,58,14,4
Ethel Hill,13272194808184371,36,2,2
Ethel Jude,48638198301294308,36,30,1
Ethel Mabe,16982199209088687,7,63,4
Ethel Mcalpin,23843194605062520,31,33,2
Ethel Oliver,63601200709025132,39,29,2
Ethel Pugh,89038201508082835,41,36,1
Ethel Ramirez,45120200811294350,44,1,2
Ethel Roberts,12218197507036480,45,38,2
Ethel Sanchez,53518193402213709,3,25,3
Ethel Strode,10844194401221495,4,62,2
Ethel Whitaker,20240199501145248,32,44,5
Etta Johnson,27719194806171466,7,35,3
Etta Kurkowski,24873195707134276,32,18,4
Etta Wyant,36148196006035646,23,20,3
Ettie Siemens,78671195603219210,56,40,4
Eugene Bartley,55888195503154822,1,5,4
Eugene Giffin,79512197608275814,5,4,5
Eugene Hansen,56868197108285245,35,41,6
Eugene Harlow,24725197604118603,26,16,4
Eugene Johns,90091200802299375,42,39,4
Eugene Lawson,16769193909223784,3,12,2
Eugene Marter,31635195405271329,43,65,1
Eugene Mason,52758194505037401,19,39,3
Eugene Miller,54164199212302107,8,34,1
Eugene Robleto,33222201910128837,32,15,4
Eugene Schreyer,15937201304053900,65,46,4
Eugene Szala,56465201911096555,6,40,6
Eugene Tittle,31384193007241146,18,15,6
Eugenia Contreras,54661195503142611,12,15,5
Eugenia Kloepper,85845193512287589,14,31,2
Eugenio Amundson,10212193905222065,9,11,5
Eugenio Graham,85497198112068568,9,32,6
Eulalia Gonser,90167199702198952,15,47,5
Eun Alley,49451197310166520,67,51,4
Eunice Hunt,73356195711134991,28,7,5
Eunice Martir,60261195805157390,13,11,2
Eunice Maxey,55210193710149181,39,41,3
Eunice Roe,36391193311149936,14,46,3
Eunice Scott,65267197408114718,11,66,1
Eunice Skiles,64016197512191878,12,34,1
Eva Baisden,43368199012157927,4,20,5
Eva Hatton,27552196103278066,38,48,5
Eva Perez,12674194103159893,1,12,1
Eva Peterson,71964194704076764,30,5,3
Eva Rice,13796198610197200,12,14,5
Eva Rigby,63567199205144249,47,18,4
Eva Ross,69187198503223060,53,60,2
Eva Saenz,80167196307077194,7,3,3
Eva Salinas,30492197503261627,44,22,1
Eva Smith,32251201604078586,28,16,3
Evan Mayfield,43168194010062616,33,8,6
Evan Strong,93746194008071849,16,33,3
Evan Thomas,67080196006092377,35,6,3
Evan Walker,34866195503127449,22,32,6
Eve Artman,40029194107253607,12,36,3
Eve Birdwell,81126195207145995,13,19,5
Eve Prendergast,50863200904272353,17,6,5
Evelyn Amrhein,55813194307088342,35,60,4
Evelyn Camp,22736193406107724,47,56,1
Evelyn Carr,60541194003257910,26,16,2
Evelyn Carter,43092193201302710,64,38,4
Evelyn Corey,40704193702218551,17,14,3
Evelyn Dowst,33233193509068618,22,31,5
Evelyn Evans,47532194412234723,3,6,5
Evelyn Graziani,49063199306255232,39,38,3
Evelyn Ingram,43905197311294744,59,55,2
Evelyn Johnson,70205193308028725,13,24,3
Evelyn Jones,29344193307208569,60,5,4
Evelyn Lietzke,91360195404133165,1,45,3
Evelyn Mcclain,41372199305068570,48,14,2
Evelyn Mcclinton,68395199906016494,18,53,5
Evelyn Mohr,68497195405167670,40,32,5
Evelyn Nguyen,77307199211269456,29,36,4
Evelyn Pastrano,93750199312207441,61,16,4
Evelyn Perkins,20755200804184126,2,1,2
Evelyn Pomroy,94605194710012018,5,35,2
Evelyn Prather,28379196701134187,42,11,5
Evelyn Richardson,65475200807104675,33,62,2
Evelyn Rogers,44942195710033288,35,38,1
Evelyn Sherwood,79665201402115909,19,30,4
Evelyn Squire,84542194608026014,47,32,1
Evelyn Stephens,57960201908129449,4,24,1
Evelyn Thomas,26442196812043327,15,41,5
Evelyn Washington,65025196412016253,36,46,3
Evelyn Williams,54784195306057899,31,7,2
Evelyn Zent,66156193904034835,22,47,5
Everett Ceballos,70025198610103046,26,34,3
Everett Martin,61672199112319053,48,23,4
Everett Plante,33332193206237605,8,14,5
Everett Pool,30532201402022976,41,55,5
Everett Pruitt,77920197503074273,12,8,4
Everette Walker,26580196311194798,9,66,4
Evette Averitte,12890200012136704,8,29,1
Evonne Luckey,42302199802161385,22,2,1
Ezequiel Green,67703201811289184,36,17,5
Ezequiel Wallace,51136196306274395,19,17,4
Fabian Wong,75675194504134489,32,35,4
Faith Blocker,67910193503259315,18,24,5
Faith Carter,10163198206089282,39,27,2
Fallon Garcia,53999196305214399,15,8,1
Fannie Chavez,92333200707285847,48,29,2
Fannie Jordan,33266201910179762,32,31,6
Fannie Raheja,14039201307042401,28,26,5
Fatima Dixson,43511196007254084,30,4,2
Fatima Sanchez,96389199203246614,51,52,2
Fay Lopez,88560197312256564,23,20,1
Felicia Barnes,46860197204149597,18,48,1
Felicia Delarosa,82942199701317515,45,2,1
Felicia Peart,65717199012114734,11,36,3
Felicia Taylor,52147195604236752,9,59,5
Felipe Ahearn,32872198008115189,65,43,4
Felipe Lazzari,52974200206126093,40,19,5
Felipe Ramsey,47866200606233570,14,45,4
Felipe Rodrigue,82640198212125857,11,40,6
Felipe Shipp,54676200904149445,30,31,4
Felix Fair,27064195304294162,39,15,4
Felix Flores,40374196001251616,57,68,4
Felix Hansen,91020195510161741,14,43,6
Felix Hilliard,28491199506267878,8,52,2
Felix Langdon,90490197810249275,13,41,5
Felix Mathers,92526193808311803,57,17,2
Felix Pickens,70870197909223947,41,17,2
Felix Rios,76677201111021976,12,47,1
Fern Ashton,74860194210059153,60,60,4
Fern Roberts,60620200707131945,43,18,4
Fernando Bookman,12426198407101301,32,33,2
Fernando Boothe,35612197903152693,20,12,1
Fernando Rice,43632196711233106,1,42,1
Fernando Riggle,88712196403104402,10,29,6
Fernando Salais,28768200706298749,56,58,2
Fernando Wright,15143199610289361,42,17,5
Ferne Broadway,24492199910118369,45,1,5
Ferne Deaton,62549201609146525,5,38,3
Filomena Bauer,54176194801275553,48,35,2
Fiona Matthews,20070194312217569,12,63,4
Flor Sauer,38306196604212600,9,22,3
Flora Brossard,71214199904159657,23,39,6
Flora Buzby,89200193712055158,31,15,6
Flora Williams,29057197506044143,40,27,1
Florence Betts,31365195512047105,28,15,4
Florence Dennis,41358194405256226,11,19,2
Florence Ellis,23743196510067804,11,9,2
Florence Garretson,57945197805187886,64,68,4
Florence Hanna,43300194803025680,3,51,2
Florence Harrell,95648199102135589,44,47,4
Florence Kaufman,53081198504072345,41,15,4
Florence Lambert,18627193406037526,42,38,5
Florence Linville,89791196608249777,59,4,4
Florence Morris,86433199004141483,21,47,5
Florence Odermott,77542196810155622,37,12,2
Florence Ortega,62752194906128342,7,8,1
Florence Sasser,39786195804045832,32,15,6
Florence Stone,52222194402264751,56,53,4
Florence Throckmorton,14091199904232140,49,8,1
Florence Tiemann,62255200908015563,1,22,4
Florence Weaver,97483199309288315,50,14,1
Florence White,76611201101152754,29,16,1
Florence Zaragoza,85478196806232983,64,42,4
Floretta Sorrells,13821198802213308,50,19,1
Florida Manning,17813193907017778,43,57,4
Florine Altmann,15433198610122607,21,55,1
Floy Kozel,21608194710202479,16,50,1
Floyd Allen,48259201803225936,32,38,4
Floyd Candler,42833197111018420,13,62,1
Floyd Huffman,31850198802226179,12,64,2
Floyd Monroe,27329201904302401,7,68,4
Floyd Mooney,38013200004088652,49,53,4
Floyd Ojala,79066198007166960,3,63,1
Floyd Ross,77146200412079832,25,54,5
Floyd Sonnier,77155193704122019,53,15,4
Forrest Patterson,67764201111106188,21,63,4
Forrest Reese,67560199109274560,15,5,4
Foster Almaraz,20886200102185830,46,44,5
Fran Tilley,29042198201042660,53,59,2
Frances Benigni,16596194806063735,39,39,3
Frances Breuer,61562195512121797,25,60,5
Frances Broadus,44257198609207346,26,6,4
Frances Dial,56106197003129410,26,4,4
Frances England,71221195910086760,32,54,1
Frances Evans,41336193506055888,34,45,3
Frances Fox,10218196705151171,25,12,5
Frances Glynn,36335193805048843,36,1,6
Frances Hansen,36863201801143413,31,24,5
Frances Harris,97177193606294658,19,31,1
Frances Holt,31179193907305885,33,40,2
Frances Jones,56986199711217888,13,5,3
Frances Keil,59485200810032894,6,46,1
Frances Krueger,91585197609038609,43,15,1
Frances Montes,96187194709262980,15,43,3
Frances Moyers,49361194604147623,13,17,3
Frances Perez,89326193212254096,32,36,1
Frances Sorensen,85510194910094425,35,12,5
Frances Towns,14779198410123502,13,44,4
Frances Warrick,75160195609143728,67,16,4
Frances Williams,89271199603211015,39,7,2
Frances Zimmerman,98368201101112426,43,11,4
Francine Lancaster,73850200603287998,13,22,4
Francine Meeks,19423201404153581,6,11,5
Francis Asbury,29240198310194896,50,45,4
Francis Bennett,64661197810033678,17,42,5
Francis Bond,10195196810048964,6,21,3
Francis Brayman,73959196607254396,20,35,3
Francis Brubaker,92138196807055033,44,9,1
Francis Byrd,20145200811206887,40,32,1
Francis Collins,38962196404295424,34,42,5
Francis Elliot,29503198101173161,29,41,3
Francis Gilbert,64209195102189000,27,27,4
Francis Howard,69096201006161798,20,19,2
Francis Jones,68272193610151953,41,12,2
Francis Lopez,84442198701137890,28,32,2
Francis Mills,60448200906158076,25,35,4
Francis Noguera,27429199205141855,8,24,6
Francis Olvera,66326200511168064,40,22,5
Francis Sigler,87652194205287024,29,15,5
Francisca Largent,38142200211123819,47,64,1
Francisca Potter,88753198207072182,25,26,3
Francisco Clemons,81439196806169495,12,16,5
Francisco Daigle,21613197806133406,6,4,2
Francisco Dino,15482200304105363,39,12,2
Francisco Fritts,73694198006195117,28,36,1
Francisco Gibson,59897201102266260,45,21,5
Francisco Gonzalez,78965194707267781,55,26,4
Francisco Hernandez,34595197507074034,38,30,5
Francisco Larkin,40179195408243123,58,5,2
Francisco Meyer,63289197805233005,3,31,2
Francisco Puryear,75305199105054268,39,26,4
Francisco Valentine,75290198106287775,49,51,4
Francisco Vetter,74724193707061082,19,47,1
Francoise Brown,46127193104288805,20,65,2
Frank Adams,87390193710174167,34,9,5
Frank Aldrich,23757194109282272,36,15,1
Frank Baker,64838196211031135,10,24,2
Frank Berry,30442199010288259,8,3,5
Frank Boss,53997196110244533,4,30,1
Frank Brenton,84083200201057303,1,7,1
Frank Carroll,42606201609194981,65,21,4
Frank Covert,58890200901255142,4,63,4
Frank Dinan,13550194204141037,8,5,2
Frank Doran,78719200606217372,45,27,4
Frank Foersterling,63099194603083659,9,32,2
Frank Galloway,41447196807091225,18,42,2
Frank Hardy,54678200907101649,3,2,6
Frank Hawkes,14204201311198332,28,52,4
Frank Horn,93753198607176579,56,55,2
Frank Jenkins,22075198309296015,29,66,2
Frank Kelley,92647197510204672,31,5,2
Frank Kemp,64349194903013852,4,65,4
Frank Lowin,39124201210273497,62,41,4
Frank Mabe,29016201103265272,32,5,4
Frank Martinez,14990199411046834,30,15,6
Frank Mccormick,84761197008125133,20,54,4
Frank Mcknight,69689195501272647,12,3,3
Frank Moller,55218193511132077,12,36,6
Frank Mora,40401199310143320,52,47,2
Frank Murphy,55070196106207275,25,36,3
Frank Percell,62426200410124561,13,9,5
Frank Phillips,86212201606158379,40,18,2
Frank Powers,25592200502243990,12,4,3
Frank Reasoner,85604197010138534,56,19,4
Frank Rice,45775200311174539,22,29,1
Frank Roberts,78333194503159205,1,53,4
Frank Robertson,47841199907202069,32,45,2
Frank Robles,41856199112313895,46,46,1
Frank Sanchez,59267200803205817,35,55,4
Frank Seaberry,79126200211122790,9,7,1
Frank Sollenberger,35646193303074633,3,50,1
Frank Stapp,49001198909055791,55,60,2
Frank Stout,81330197212102256,36,8,1
Frank Suski,83530196508161297,28,59,4
Frank Sweigart,41981195907285809,18,34,3
Frank Torres,80231197509234278,45,25,2
Frank Tuliau,55747196812066025,43,9,2
Frank Vermillion,70180199411048098,24,31,1
Frankie Degreenia,20971199903297955,12,40,3
Frankie Sheck,32105194801201154,10,39,1
Franklin Cano,70139194409306707,57,54,2
Franklin Copley,94601193707172861,39,3,6
Franklin Hoch,36163194707249128,65,26,4
Franklin Riggs,19383195506223624,18,33,6
Franklin Rivera,54597200809027357,30,60,4
Fred Bradburn,21079197602051813,11,60,5
Fred Day,84948195202165164,14,2,3
Fred Gray,69998201006111706,22,29,6
Fred Higgins,88928195706032163,1,28,1
Fred Hines,11027198405244485,14,35,5
Fred Marshall,92553200206236442,21,34,4
Fred Marshburn,45530200009039086,51,8,2
Fred Martin,17688195208286494,35,66,1
Fred Maxwell,13735198902019984,15,48,4
Fred Polycarpe,83188198104105796,29,9,5
Fred Savage,38492201012271620,24,15,1
Fred Shepherd,98596198912157831,7,30,6
Fred White,87549195207274762,26,66,1
Fred Woolridge,48591201804085279,34,49,4
Freda Unrein,80287198011017757,15,36,6
Freda Verdin,38863198507088717,19,64,1
Freddie Brennan,44562199909088292,18,59,4
Freddie Hubbard,99534199706164439,67,67,4
Freddie Hughes,52390195405237207,35,19,4
Freddie Medina,46829195001029131,8,26,5
Freddie Post,24256195611277062,26,33,4
